"YEAR-WISE SUPPLIER LOG  |  5,493 RECORDS  |  Full Historical Traceability",,,,,
Supplier ID,Company Name,Year,Status,Source Sheet,Notes
SUP-00917,Ceylon Plant Food (Pvt) Ltd,2026,Active,2026_Dried_Fruits,
SUP-03124,"PAPAYIANNIS BROS S.A. ""OLYMPOS""",2026,Active,2026_Dried_Fruits,
SUP-01453,FGS Ingredients Ltd,2026,Active,2026_Dried_Fruits,
SUP-04252,Tropikal Life International (Pvt) Ltd,2026,Active,2026_Dried_Fruits,
SUP-02005,IMEPA S.r.l.,2026,Active,2026_Dried_Fruits,
SUP-01920,Honeyberry Solutions Ltd,2026,Active,2026_Dried_Fruits,
SUP-00294,Alcopak Weert B.V.,2026,Active,2026_Dried_Fruits,
SUP-04527,Wonder Brands Inc. - North York,2026,Active,2026_Dried_Fruits,
SUP-01143,De Risse Industrie B.V.,2026,Active,2026_Dried_Fruits,
SUP-03177,Petrow Food Group - Phoenix Road,2026,Active,2026_Dried_Fruits,
SUP-00421,ANNALIFE Gıda San. Paz. Tic. A.Ş,2026,Active,2026_Dried_Fruits,
SUP-01476,FlexXray LLC - Aurora,2026,Active,2026_Dried_Fruits,
SUP-04460,Voicevale Ltd,2026,Active,2026_Dried_Fruits,
SUP-01894,"HEZE ZHONGHE FOODSTUFFS CO., LTD.",2026,Active,2026_Dried_Fruits,
SUP-03488,"ROLMEX Sp. J. K. Rogala, R. Rogala, A. Witoński",2026,Active,2026_Dried_Fruits,
SUP-01917,Holland Diervoeders B.V.,2026,Active,2026_Dried_Fruits,
SUP-02476,"LINYI QIWEI CANNED FOODSTUFF CO., LTD DIFANG BRANCH",2026,Active,2026_Dried_Fruits,
SUP-02939,Nilbatu Foods,2026,Active,2026_Dried_Fruits,
SUP-00272,Akdağlar Kuru Gıda İth. İhr. Sanayi ve Tic. Ltd. Şti,2026,Active,2026_Dried_Fruits,
SUP-03474,RJ Van Drunen Farms dba Van Drunen Farms,2026,Active,2026_Dried_Fruits,
SUP-01490,Food Castle Inc.,2026,Active,2026_Dried_Fruits,
SUP-01604,Gebana B.V.,2026,Active,2026_Dried_Fruits,
SUP-01205,DiversPack B.V.,2026,Active,2026_Dried_Fruits,
SUP-00827,Brynild AS,2026,Active,2026_Dried_Fruits,
SUP-02946,NIMS GIDA SANAYİ VE TİCARET A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-02827,Nama Internacional S.A.,2026,Active,2026_Dried_Fruits,
SUP-01256,"E H Booths & Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-03624,SCA Investments,2026,Active,2026_Dried_Fruits,
SUP-03762,"SHINPHATCHA CO., LTD.",2026,Active,2026_Dried_Fruits,
SUP-01536,FruGro,2026,Active,2026_Dried_Fruits,
SUP-00793,Borna Foods Limited,2026,Active,2026_Dried_Fruits,
SUP-04226,Totally Nuts & more Inc.,2026,Active,2026_Dried_Fruits,
SUP-03034,O2 ORGANIK TARIM DANISMANLIGI SAN. VE TIC. LTD. STI.,2026,Active,2026_Dried_Fruits,
SUP-01508,FRANCO FOODS ITHALAT IHRACAT SANAYİİ VE TİCARET A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-03053,OLAM VIETNAM FOOD PROCESSING FACTORY,2026,Active,2026_Dried_Fruits,
SUP-01444,FEHMİ EROĞLU DIŞ TİCARET ANONİM ŞİRKETİ MERSİN SERBEST BÖLGE ŞUBESİ,2026,Active,2026_Dried_Fruits,
SUP-03350,"Qingdao Innopack Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-01930,HPW Fresh & Dry Ltd,2026,Active,2026_Dried_Fruits,
SUP-03838,"Smeltzer Orchard Company, LLC",2026,Active,2026_Dried_Fruits,
SUP-01710,Grain & Bake Co. (Australia),2026,Active,2026_Dried_Fruits,
SUP-04333,VAN DRUNEN FARMS EUROPE AD,2026,Active,2026_Dried_Fruits,
SUP-00637,BATEEL INTERNATIONAL LLC,2026,Active,2026_Dried_Fruits,
SUP-04088,Tebplast Plastik Sanayi ve Tic. A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-03863,"SOHAO FD-TECH CO.,LTD.",2026,Active,2026_Dried_Fruits,
SUP-02169,"Jiazhou Yuanye (Bazhou) Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03480,RM Curtis & Co Ltd,2026,Active,2026_Dried_Fruits,
SUP-01100,"CY Foods Group Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00041,AARAX FOODSTUFF CO L.L.C,2026,Active,2026_Dried_Fruits,
SUP-00047,AB Bodén & Lindeberg/Sellton Försäljning AB,2026,Active,2026_Dried_Fruits,
SUP-04478,"Waymouth Farms, Inc. - New Hope",2026,Active,2026_Dried_Fruits,
SUP-02995,Nova Fruits International A.S. - Fruit Bar Factory,2026,Active,2026_Dried_Fruits,
SUP-04251,"TROPIKAL LIFE INTERNATIONAL CO.,LTD",2026,Active,2026_Dried_Fruits,
SUP-03114,PAIARROP SL,2026,Active,2026_Dried_Fruits,
SUP-02045,Ingredients Plus Distribution Inc.,2026,Active,2026_Dried_Fruits,
SUP-00630,Barrow Lane and Ballard Ltd,2026,Active,2026_Dried_Fruits,
SUP-03392,Rainbow Expochem Company,2026,Active,2026_Dried_Fruits,
SUP-01122,"DAMEL GROUP, S.L",2026,Active,2026_Dried_Fruits,
SUP-00957,"Chen-chee Grains and Consumable Oils Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-04624,Zhejiang Baiyi Agricultural Science and Technology Co. LTD,2026,Active,2026_Dried_Fruits,
SUP-01032,Comercial Piwen SPA,2026,Active,2026_Dried_Fruits,
SUP-03171,PERNIGOTTI S.p.A.,2026,Active,2026_Dried_Fruits,
SUP-03704,"Shandong Gwinsun Food Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-02900,New Factor Spa,2026,Active,2026_Dried_Fruits,
SUP-02865,National Raisin Company,2026,Active,2026_Dried_Fruits,
SUP-02054,Integrity Foods Ltd,2026,Active,2026_Dried_Fruits,
SUP-02643,MEDITERRANEAN FOOD CO. S.r.l.,2026,Active,2026_Dried_Fruits,
SUP-04332,Van Drunen Farms - Field Facility,2026,Active,2026_Dried_Fruits,
SUP-02342,Klaas de Poel B.V - Stroobos,2026,Active,2026_Dried_Fruits,
SUP-04459,"Voicevale (Beijing) Trading Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-04595,YOUNIQUE FOODS Ltd.,2026,Active,2026_Dried_Fruits,
SUP-03429,"Red River Foods, Inc.",2026,Active,2026_Dried_Fruits,
SUP-02981,NOBILIS Első Hazai Zrt.,2026,Active,2026_Dried_Fruits,
SUP-02996,NOVA FRUITS INTERNATIONAL GIDA SAN.TIC A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-03345,"Qingdao Greenlink Foods Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03085,Orkla Confectionery & Snacks Danmark A/S,2026,Active,2026_Dried_Fruits,
SUP-03119,PAMIN d.o.o. Gornji Milanovac,2026,Active,2026_Dried_Fruits,
SUP-04153,The Food Source International Inc.,2026,Active,2026_Dried_Fruits,
SUP-00291,"Albanese Confectionery Group, Inc. - Merrillville",2026,Active,2026_Dried_Fruits,
SUP-03433,Reeta & Co,2026,Active,2026_Dried_Fruits,
SUP-00636,Bata Food BV - BARDAKCI TARIM GIDA IC VE DIS TIC LTD STI,2026,Active,2026_Dried_Fruits,
SUP-02151,"Jiangsu Jingnan Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03725,"Shanghai Fengchu Mancang AgriculturalTechnology Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-01021,Colian sp. z o.o. zakład Bydgoszcz,2026,Active,2026_Dried_Fruits,
SUP-03379,Queenswood Natural Foods,2026,Active,2026_Dried_Fruits,
SUP-01319,Elit Çikolata ve Şekerleme Sanayi A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-01340,"E.Neophytou trading Co.Ltd ""Serano nuts""",2026,Active,2026_Dried_Fruits,
SUP-01355,Erolcorp S.A.,2026,Active,2026_Dried_Fruits,
SUP-02688,"MIMOSA (JIANGSU) FOOD CO., LTD",2026,Active,2026_Dried_Fruits,
SUP-02336,"Kirirom Food Production (K.F.P) Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03629,Scandia Food Frozen SRL,2026,Active,2026_Dried_Fruits,
SUP-03799,"SIAM FRUIT GARDEN CO., LTD",2026,Active,2026_Dried_Fruits,
SUP-04049,TABMEY GIDA DONDURULMUS URUNLER SAN.VE TIC.A.S.,2026,Active,2026_Dried_Fruits,
SUP-00895,Catz International B.V.,2026,Active,2026_Dried_Fruits,
SUP-01988,Icelandic Holdings (NZ) Limited,2026,Active,2026_Dried_Fruits,
SUP-02622,Maître Prunille Casseneuil SAS – site de Casseneuil,2026,Active,2026_Dried_Fruits,
SUP-00211,AGROINDUSTRIA ARAGONESA S.A. (AGRINARSA),2026,Active,2026_Dried_Fruits,
SUP-00949,"Chaucer Foods (Qingdao) Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-04374,VGR Food B.V.,2026,Active,2026_Dried_Fruits,
SUP-02116,Jan Import A/S - Hadsten,2026,Active,2026_Dried_Fruits,
SUP-01092,Cropwell Bishop Creamery Ltd,2026,Active,2026_Dried_Fruits,
SUP-01418,Famora Foods AB,2026,Active,2026_Dried_Fruits,
SUP-02682,Milhans Gıda ve Tarım Ürünleri San. Ve Tic. A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-03178,Petrow Food Industries Limited - Perivale,2026,Active,2026_Dried_Fruits,
SUP-02154,"Jiangsu Lele Pet Foods Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-02425,Lansa Ingredients B.V.,2026,Active,2026_Dried_Fruits,
SUP-01860,HAZER BABA GIDA SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.,2026,Active,2026_Dried_Fruits,
SUP-01044,Compass Food Sales Ltd,2026,Active,2026_Dried_Fruits,
SUP-03386,Rabelink Logistics BV & Co. KG,2026,Active,2026_Dried_Fruits,
SUP-02437,"Le Trung Thien Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-01292,ECRİN GIDA SANAYİ TİCARET LİMİTED ŞİRKETİ,2026,Active,2026_Dried_Fruits,
SUP-00745,Biscomerica Corporation,2026,Active,2026_Dried_Fruits,
SUP-03817,SINISI SRL,2026,Active,2026_Dried_Fruits,
SUP-01768,"Guangxi Grain Seed Food Co., LTD",2026,Active,2026_Dried_Fruits,
SUP-00950,Chaucer Foods USA,2026,Active,2026_Dried_Fruits,
SUP-04294,Universal Raw Ingredients dba Source86,2026,Active,2026_Dried_Fruits,
SUP-03463,RICHFIELD VN COMPANY LIMITED,2026,Active,2026_Dried_Fruits,
SUP-04619,Zhangzhou Lizhong Food Co. Ltd.,2026,Active,2026_Dried_Fruits,
SUP-01234,DORA INT ITH. IHR. Ve ACENTA HIZM. LTD.STI.,2026,Active,2026_Dried_Fruits,
SUP-04586,"YIGUO FOODS(QINGDAO) CO., LTD.CHENGYANG BRANCH",2026,Active,2026_Dried_Fruits,
SUP-04365,"Vending Nut Company, Inc. - Fort Worth",2026,Active,2026_Dried_Fruits,
SUP-02722,Mogyi Kft.,2026,Active,2026_Dried_Fruits,
SUP-01360,Especiera del Sur Limitada,2026,Active,2026_Dried_Fruits,
SUP-03428,Red River Foods Europe GmbH,2026,Active,2026_Dried_Fruits,
SUP-04075,Taste of Nature Foods Inc.,2026,Active,2026_Dried_Fruits,
SUP-01642,Global Contract Packer Ltd,2026,Active,2026_Dried_Fruits,
SUP-01342,ENESCEM GIDA TARIM ITH. IHR. SAN VE TIC. LTD. STI.,2026,Active,2026_Dried_Fruits,
SUP-04633,"Zhejiang Jiameige Food Technology Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-03628,Scalzo Trading Co. Pty Ltd - Ravenhall,2026,Active,2026_Dried_Fruits,
SUP-02619,Mateks Tarim Urunleri Gida Enerji San. Ve Tic A.S.,2026,Active,2026_Dried_Fruits,
SUP-03094,"OUZHAKE（TIANJIN）FOOD Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03355,"Qingdao Luminest Foods Co.,Ltd.",2026,Active,2026_Dried_Fruits,
SUP-04609,Zeina Foods Ltd,2026,Active,2026_Dried_Fruits,
SUP-04347,Varun Agro Processing Foods Pvt. Ltd.,2026,Active,2026_Dried_Fruits,
SUP-03766,"Shoei Foods Qingdao Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-03146,Patons Macadamia Pty Ltd,2026,Active,2026_Dried_Fruits,
SUP-03020,Nutova Gıda San. Ve Tic Ltd Şti,2026,Active,2026_Dried_Fruits,
SUP-03699,"Shandong Chenlang Food Co., Ltd. Lingcheng Branch",2026,Active,2026_Dried_Fruits,
SUP-00780,BOLÇİ ÇİKOLATA A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-00303,"ALIMENTIAS, S.L",2026,Active,2026_Dried_Fruits,
SUP-02600,Mariani Packaging Company,2026,Active,2026_Dried_Fruits,
SUP-04479,WBM (PVT.) LTD.,2026,Active,2026_Dried_Fruits,
SUP-04093,TEMEL GIDA TOPRAK ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.,2026,Active,2026_Dried_Fruits,
SUP-02047,"Inno Foods, Inc.",2026,Active,2026_Dried_Fruits,
SUP-03439,RETAIL PROCESSING AND PACKING EDIBLE NUTS FACTORY,2026,Active,2026_Dried_Fruits,
SUP-03841,Smile Natural Foods Inc.,2026,Active,2026_Dried_Fruits,
SUP-01513,Frederic Smart Logistics Ltd,2026,Active,2026_Dried_Fruits,
SUP-02404,LA MOLINA S.R.L.,2026,Active,2026_Dried_Fruits,
SUP-01248,DUC VAN PHAT INVESMENT JOINT STOCK COMPANY,2026,Active,2026_Dried_Fruits,
SUP-00796,BOZKURT ZİRAİ ÜRÜNLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2026,Active,2026_Dried_Fruits,
SUP-04161,The Makers Food GmbH,2026,Active,2026_Dried_Fruits,
SUP-02406,LABORATORIOS SMA S.A.C.,2026,Active,2026_Dried_Fruits,
SUP-00670,"Beijing Zhenweifang Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-01240,DREAM FRUITS S.r.l.,2026,Active,2026_Dried_Fruits,
SUP-02808,"M&W Distribution Services, Inc. - Atlanta",2026,Active,2026_Dried_Fruits,
SUP-04575,"Yantai Lushun Foodstuff Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-04588,Yiğitler Makine Bilişim İnşaat Gida Tarim San. Ve Tic LTD ŞTİ,2026,Active,2026_Dried_Fruits,
SUP-00769,BMC SRL,2026,Active,2026_Dried_Fruits,
SUP-01567,"Fujian Orientland Foods Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-02101,J O Sims Ltd - Spalding,2026,Active,2026_Dried_Fruits,
SUP-01638,"GLOBAL AGRICULTURAL FOOD CO., LTD",2026,Active,2026_Dried_Fruits,
SUP-02472,"Linyi Chengfa Wonderful FD Technologies Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00954,Chelmer Foods Ltd,2026,Active,2026_Dried_Fruits,
SUP-01607,Gem Pack Foods Ltd,2026,Active,2026_Dried_Fruits,
SUP-02723,MOGYI KFT Baja,2026,Active,2026_Dried_Fruits,
SUP-01576,G Penna Ltd,2026,Active,2026_Dried_Fruits,
SUP-04616,"ZHANGZHOU BISHAN KAISHENG FOOD CO., LTD",2026,Active,2026_Dried_Fruits,
SUP-03497,ROS-SWEET Sp. z o.o.,2026,Active,2026_Dried_Fruits,
SUP-03587,SANFORD GIDA TARIM İNŞAAT TURİZM SAN.VE TİC.A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-02980,NOBERASCO S.p.A. site of Verdellino,2026,Active,2026_Dried_Fruits,
SUP-01835,"Hangzhou Senbao Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00473,Arimex UAB,2026,Active,2026_Dried_Fruits,
SUP-04655,"Zhuhai KaXin Food Development Co.,Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03419,Rau Chocolate & Cereals Inhaber Christopher Rau,2026,Active,2026_Dried_Fruits,
SUP-00588,BAŞARAN KURU MEYVE ORGANİK TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKET,2026,Active,2026_Dried_Fruits,
SUP-01555,Frutree s.r.o.,2026,Active,2026_Dried_Fruits,
SUP-04270,UAB Naujasis Nevėžis,2026,Active,2026_Dried_Fruits,
SUP-01515,Freeworld Trading Ltd,2026,Active,2026_Dried_Fruits,
SUP-03715,"Shandong Searsport Bio-Tech Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03657,SELCUK K.GIDA YATIRIM SAN.VE TIC.A.S.,2026,Active,2026_Dried_Fruits,
SUP-01344,Enko Meyve Orman Ürünleri San. Tic. Ltd. Sti.,2026,Active,2026_Dried_Fruits,
SUP-02744,Moreno and Sons Company DBA La Bodega,2026,Active,2026_Dried_Fruits,
SUP-01811,"Haiyang Shuangyu Food Co.,Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00830,Budelpack Poortvliet B.V.,2026,Active,2026_Dried_Fruits,
SUP-02978,NOBERASCO S.p.A.,2026,Active,2026_Dried_Fruits,
SUP-01566,"Fujian Lizhongcheng Foods Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00457,AR SERACILIK TARIM GIDA SAN.TİC.AŞ,2026,Active,2026_Dried_Fruits,
SUP-03592,Sante Sp. z o.o.,2026,Active,2026_Dried_Fruits,
SUP-00531,Atlanta Poland S.A,2026,Active,2026_Dried_Fruits,
SUP-01875,Helio S.A.,2026,Active,2026_Dried_Fruits,
SUP-03112,PAGYSA PAMUK GIDA YERLİ ÜRÜNLER TİC. VE SAN. A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-02012,Importaco Poland Sp. z o.o.,2026,Active,2026_Dried_Fruits,
SUP-03272,Primo Foods Pty Ltd,2026,Active,2026_Dried_Fruits,
SUP-03635,SDA GIDA TARIM ÜRETİM İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-04620,"Zhangzhou Mimosa Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03961,STARRY FOOD TECHNOLOGY COMPANY LIMITED.,2026,Active,2026_Dried_Fruits,
SUP-03854,SOCIEDAD COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS ALMIFRUT S.A.,2026,Active,2026_Dried_Fruits,
SUP-01038,Community Foods Limited - Witham,2026,Active,2026_Dried_Fruits,
SUP-01649,Global Grains and Ingredients Ltd,2026,Active,2026_Dried_Fruits,
SUP-03492,Rosalia Dragonetti Ceres Gida San. Ve Tic.,2026,Active,2026_Dried_Fruits,
SUP-02836,NANAFRUITS COMPANY LIMITED,2026,Active,2026_Dried_Fruits,
SUP-04291,Universal Flexible Packaging Ltd,2026,Active,2026_Dried_Fruits,
SUP-03447,Rhumveld Winter & Konijn B.V.,2026,Active,2026_Dried_Fruits,
SUP-03360,"Qingdao Sanchang Food Technology Co.,Ltd.",2026,Active,2026_Dried_Fruits,
SUP-04424,VINAMIT JOINT STOCK COMPANY,2026,Active,2026_Dried_Fruits,
SUP-01643,Global Co-packing B.V.,2026,Active,2026_Dried_Fruits,
SUP-02566,MALATYA PAZARI KURUYEMISCILIK SAN. TIC. A.S.,2026,Active,2026_Dried_Fruits,
SUP-00059,ABL Nuts ApS,2026,Active,2026_Dried_Fruits,
SUP-02920,NHA MAN COMPANY LIMITED,2026,Active,2026_Dried_Fruits,
SUP-01540,Fruits and Concentrates International Pty Ltd,2026,Active,2026_Dried_Fruits,
SUP-04047,System Multifood Gida Tek. Mak. San. Ve Diş Tic. Ltd. Şti.,2026,Active,2026_Dried_Fruits,
SUP-03882,Soulful Treenuts Global LLC,2026,Active,2026_Dried_Fruits,
SUP-03414,Ranson NV,2026,Active,2026_Dried_Fruits,
SUP-04269,"UAB ""Geld Baltic""",2026,Active,2026_Dried_Fruits,
SUP-02662,MENEXOPOULOS D. BROS S.A. – “DRYFO”,2026,Active,2026_Dried_Fruits,
SUP-01078,"CP GREEO Agricultural Technology (Shandong) Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03087,OSMAN AKÇA A.Ş. - Aydin,2026,Active,2026_Dried_Fruits,
SUP-02411,"Laiyang Hengrun Foodstuff Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-02009,"IMPORTACO CASA PONS, S.A.U.",2026,Active,2026_Dried_Fruits,
SUP-00344,ALTERNA GIDA SAN. PAZ. VE TIC. A.S.,2026,Active,2026_Dried_Fruits,
SUP-01519,Freshbak Organik Doğal Gıda San ve Tic A.Ş,2026,Active,2026_Dried_Fruits,
SUP-03716,"Shandong Wanrui Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-01212,Doğancan Gıda Tarım Ürünleri İnşaat Turizm Sanayi ve Ticaret Limited Şirketi,2026,Active,2026_Dried_Fruits,
SUP-03362,"Qingdao Sunrise Health Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-03880,Sottelestelle Srl Società Benefit,2026,Active,2026_Dried_Fruits,
SUP-03668,SERRE TEKNOLOJİ TARIM HAYVANCILIK İTH. İHR. TİC. LTD. ŞTİ.,2026,Active,2026_Dried_Fruits,
SUP-03481,RM Import A/S,2026,Active,2026_Dried_Fruits,
SUP-01754,Grupa Producentów Klasa Sp. z o.o.,2026,Active,2026_Dried_Fruits,
SUP-00896,"Caudill Seed Company (DBA Whole Alternatives LLC, Caudill Sprouting LLC, & C S Health LLC)",2026,Active,2026_Dried_Fruits,
SUP-02066,Intersnack Nederland B.V.,2026,Active,2026_Dried_Fruits,
SUP-03709,"Shandong Jiago Food Technology Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-02663,Menken Orlando B.V.,2026,Active,2026_Dried_Fruits,
SUP-00914,Ceres Natural Foods Pty Ltd trading as Pureharvest and Living Planet,2026,Active,2026_Dried_Fruits,
SUP-00970,Chocolat Lamontagne Inc,2026,Active,2026_Dried_Fruits,
SUP-00693,BEST FOOD CO (L.L.C),2026,Active,2026_Dried_Fruits,
SUP-03289,Production La Prade,2026,Active,2026_Dried_Fruits,
SUP-02623,Maître prunille saint quentin,2026,Active,2026_Dried_Fruits,
SUP-02081,"Island Snacks, Inc.",2026,Active,2026_Dried_Fruits,
SUP-03179,PEYMAN KURUYEMİŞ GIDA AKTARİYE KİMYEVİ MADDELER TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,2026,Active,2026_Dried_Fruits,
SUP-01216,DOHLER EGE GIDA SANAYI A.S.,2026,Active,2026_Dried_Fruits,
SUP-02001,Işık Tarım Ürünleri Sanayi ve Ticaret A.Ş. - Merkez Kemalpaşa,2026,Active,2026_Dried_Fruits,
SUP-00256,AIB Foods Limited,2026,Active,2026_Dried_Fruits,
SUP-00645,Bauderer Packaging Company,2026,Active,2026_Dried_Fruits,
SUP-02429,"Lantmännen Cerealia AS, Moss",2026,Active,2026_Dried_Fruits,
SUP-04511,Whitworths Limited,2026,Active,2026_Dried_Fruits,
SUP-04036,"Suzhou Youi Group Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-00726,BINH PHUOC BRANCH – VIETNAM HANFIMEX GROUP JOINT STOCK COMPANY,2026,Active,2026_Dried_Fruits,
SUP-01395,Exotic Snacks AB,2026,Active,2026_Dried_Fruits,
SUP-03212,Pmsweet SA,2026,Active,2026_Dried_Fruits,
SUP-01299,EGIDIO GALBANI S.r.l.,2026,Active,2026_Dried_Fruits,
SUP-01164,"Demin (Tianjin) Supply Chain Management Co., Ltd",2026,Active,2026_Dried_Fruits,
SUP-02002,IKBAL SEKERLEME GIDA SAN. TIC. A.S.,2026,Active,2026_Dried_Fruits,
SUP-03756,Shepcote Distributors Ltd,2026,Active,2026_Dried_Fruits,
SUP-00867,CANDIA NUTS SA,2026,Active,2026_Dried_Fruits,
SUP-00415,"Anhui Weilai Biotechnology Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-04550,"Xinghua Lianfu Food Co., Ltd.",2026,Active,2026_Dried_Fruits,
SUP-01889,"Heritage Snacks & Food Co., Ltd",2026,Active,2026_Dried_Fruits,
